FunID1,FunID2,Type
16799151,23677146,0
23106252,23677117,0
2308715,23677118,0
1858446,23677119,0
9315503,23677116,0
891329,23677114,0
2242115,23677113,0
19513776,23677119,0
11490866,23677118,0
6096495,19180309,0
6723375,23677119,0
6614293,23677118,0
7916752,23677117,0
7609845,23677112,0
1553309,23677116,0
18927964,23677119,0
6634143,23677112,0
9915698,23677111,0
6788433,23677117,0
18015377,23677119,0
1536514,23677119,0
7044168,23677117,0
8126599,23677114,0
15265904,23677117,0
19944457,23677116,0
11901076,23677115,0
10105384,23677114,0
325502,23677116,0
3271190,23677116,0
6096495,12905351,0
1866084,23677112,0
17686909,23677111,0
14032834,23677117,0
16359355,23677114,0
20361062,23677118,0
23567836,23677117,0
1924289,23677150,0
1279395,23677116,0
18420334,23677113,0
13558719,23677135,0
18161295,23677119,0
4354171,23677111,0
19175418,23677111,0
4918408,23677119,0
12241888,23677118,0
16574390,23677111,0
3634553,23677119,0
1919452,23677111,0
305887,23677116,0
13655995,23677116,0
10976994,23677116,0
7988514,23677118,0
19107248,23677115,0
255672,23677115,0
23498102,23677118,0
2553808,23677116,0
9061964,23677115,0
18544889,23677111,0
12481822,23677117,0
14051088,23677147,0
22489287,23677112,0
13813372,23677118,0
6136101,23677118,0
11332713,23677115,0
4452007,23677114,0
8334267,23677118,0
108636,23677117,0
10379235,23677116,0
2492111,23677132,0
15022060,23677115,0
6264215,23677116,0
17363857,23677147,0
20019814,23677112,0
19573490,23677117,0
22512055,23677116,0
2763800,23677114,0
15267297,23677111,0
6326300,23677118,0
18582709,23677138,0
8824360,23677114,0
12975721,23677114,0
9196186,23677115,0
17323911,23677118,0
7816469,23677117,0
19760185,23677116,0
18336303,23677115,0
1493018,23677115,0
14253965,23677142,0
8804030,23677118,0
873960,23677119,0
15446928,23677118,0
20200561,23677119,0
14775346,23677119,0
4787040,23677115,0
12762386,23677117,0
953371,23677115,0
16605477,23677116,0
4509735,23677137,0
7643575,23677112,0
572470,23677117,0
21722077,23677111,0
7160432,23677116,0
5820904,23677117,0
17462468,23677117,0
10877754,23677114,0
21643605,23677114,0
18980954,23677112,0
17302180,23677116,0
924736,23677119,0
15363439,23677115,0
12677158,23677115,0
13709115,23677117,0
6408979,23677118,0
20962254,23677118,0
4191191,23677117,0
22962872,23677116,0
12809946,23677119,0
18253337,23677114,0
20282555,23677114,0
8334261,23677118,0
15888757,23677118,0
17296453,23677117,0
18607847,23677117,0
7344050,23677119,0
11816411,23677134,0
13663230,23677117,0
20207432,23677119,0
6096495,21356325,0
727453,23677116,0
5033298,23677114,0
22187547,23677118,0
9055748,23677118,0
23431374,23677119,0
10887256,23677114,0
2909693,23677119,0
16582557,23677113,0
428856,23677118,0
17212124,23677117,0
145769,23677114,0
17718483,23677115,0
1244419,23677116,0
21023067,23677115,0
6096495,19306426,0
6096495,17632599,0
6426402,23677118,0
2368446,23677116,0
5737120,23677127,0
7962982,23677119,0
21399871,23677117,0
3500209,23677140,0
1121343,23677111,0
15970979,23677118,0
13372739,23677114,0
796446,23677115,0
12914949,23677112,0
612644,23677116,0
16415490,23677118,0
8176085,23677116,0
22323140,23677118,0
3915331,23677112,0
12767963,23677134,0
17940455,23677118,0
15609120,23677112,0
1006671,23677118,0
11848570,23677113,0
20865507,23677115,0
17659589,23677119,0
21821463,23677115,0
13290091,23677111,0
7438885,23677117,0
22214490,23677128,0
5842998,23677113,0
3070691,23677112,0
21689782,23677142,0
10325710,23677115,0
18935890,23677117,0
14982354,23677140,0
6686312,23677114,0
22831250,23677117,0
9817295,23677115,0
11314000,23677112,0
17604611,23677114,0
19311663,23677115,0
15157474,23677117,0
22535580,23677129,0
16203981,23677115,0
15746186,23677111,0
14244343,23677115,0
16793210,23677116,0
1551297,23677111,0
19602724,23677113,0
10889040,23677118,0
6096495,6421904,0
22777369,23677112,0
23673478,23677113,0
8071936,23677137,0
339385,23677117,0
14516707,23677115,0
3411096,23677144,0
19914231,23677136,0
23080623,23677116,0
16938327,23677116,0
6989890,23677133,0
3793957,23677117,0
22354336,23677118,0
20596005,23677113,0
16515142,23677117,0
3750735,23677112,0
4483750,23677123,0
14955090,23677118,0
4004321,23677118,0
16897067,23677115,0
2767356,23677118,0
13630995,23677116,0
10834349,23677114,0
14181202,23677114,0
12594399,23677117,0
20726994,23677119,0
16450029,23677139,0
13072146,23677114,0
12585017,23677112,0
14138127,23677115,0
10121876,23677111,0
3955350,23677117,0
18379448,23677113,0
14042053,23677118,0
12579078,23677111,0
10642051,23677111,0
13400868,23677115,0
1529396,23677112,0
9700108,23677119,0
14128654,23677135,0
12072576,23677119,0
15487677,23677115,0
1858162,23677133,0
22533730,23677116,0
19322903,23677111,0
14068402,23677115,0
3606978,23677113,0
470161,23677119,0
2269670,23677116,0
16451668,23677118,0
10054183,23677119,0
22976197,23677119,0
12158535,23677123,0
12385378,23677114,0
12158535,23677124,0
23433758,23677137,0
9889986,23677115,0
12498223,23677111,0
18448635,23677114,0
8654881,23677117,0
23100471,23677115,0
23638816,23677113,0
7857832,23677115,0
21978845,23677119,0
21274103,23677112,0
13120933,23677116,0
21014323,23677113,0
9160909,23677138,0
2423431,23677118,0
10760250,23677115,0
11886064,23677119,0
11811514,23677115,0
4636728,23677112,0
9272911,23677111,0
12306247,23677116,0
17570400,23677115,0
7306113,23677112,0
12070418,23677113,0
16887,23677116,0
22609911,23677116,0
21666378,23677111,0
11074041,23677117,0
4199369,23677115,0
20665133,23677119,0
12510706,23677114,0
2812648,23677115,0
1717830,23677116,0
11409261,23677112,0
6284419,23677113,0
4417563,23677112,0
7080954,23677114,0
10135605,23677114,0
381434,23677141,0
1558226,6096495,0
1212533,23677115,0
18328018,23677118,0
3122328,23677116,0
15376610,23677147,0
17166222,23677115,0
9777275,23677119,0
6788430,23677114,0
14241037,23677116,0
52962,23677114,0
12791164,23677118,0
20474812,23677115,0
22846052,23677115,0
21556324,23677114,0
4247525,23677114,0
17933298,23677116,0
11853340,23677111,0
4818086,23677115,0
10358890,23677119,0
14559504,23677115,0
17208497,23677117,0
9086302,23677133,0
17845893,23677116,0
8162595,23677114,0
159461,6096495,0
6225910,23677119,0
15288205,23677150,0
8037638,23677118,0
2665332,23677118,0
6411644,23677116,0
22250531,23677117,0
4817125,23677119,0
23569617,23677117,0
14294430,23677117,0
13372739,23677118,0
2238244,23677115,0
22392271,23677116,0
11643946,23677116,0
11002094,23677119,0
14923044,23677119,0
17003324,23677114,0
18214848,23677114,0
18750052,23677118,0
1877522,23677116,0
3802869,23677114,0
22474437,23677114,0
6615285,23677117,0
5141008,23677116,0
685214,23677114,0
4105181,23677116,0
21443864,23677130,0
3453025,23677117,0
17404765,23677117,0
12383868,23677117,0
4163474,23677117,0
17518913,23677118,0
8152003,23677119,0
12333660,23677119,0
20802210,23677116,0
7435662,23677137,0
1136357,23677117,0
9280327,23677116,0
17927634,23677115,0
9212919,23677117,0
8261721,23677116,0
23515225,23677118,0
10246931,23677115,0
18580191,23677114,0
19880,23677119,0
22313325,23677132,0
3841509,23677113,0
14874396,23677118,0
17514595,23677118,0
11399394,23677117,0
10976982,23677115,0
13971414,23677115,0
13413405,23677117,0
22192549,23677115,0
6899465,23677114,0
23047757,23677118,0
11090241,23677118,0
7182789,23677143,0
14004990,23677115,0
22240083,23677114,0
150200,23677115,0
1873526,23677117,0
10445819,23677112,0
21802512,23677119,0
7482628,23677119,0
4615911,23677115,0
470161,23677117,0
10780431,23677117,0
8688816,23677119,0
10981813,23677119,0
10256936,23677117,0
8729583,23677113,0
9195360,23677119,0
3427756,23677117,0
15885815,23677116,0
22909039,23677119,0
9357329,23677114,0
8621802,23677118,0
12860887,23677137,0
11454820,23677114,0
5963231,23677113,0
20909096,23677119,0
14489489,23677117,0
340565,23677116,0
4237668,23677113,0
7051105,23677114,0
5663836,23677114,0
17626430,23677117,0
23496077,23677114,0
16274944,23677119,0
19095601,23677146,0
12654302,23677118,0
3991951,23677114,0
4673792,23677115,0
518901,23677113,0
9492009,23677116,0
17537103,23677119,0
8337099,23677115,0
4371193,23677113,0
3233066,23677115,0
3419346,23677137,0
19175345,23677119,0
3859231,23677119,0
22348699,23677117,0
19757122,23677116,0
21753037,23677119,0
22487080,23677114,0
19668829,23677114,0
14651403,23677112,0
6746050,23677114,0
855946,23677111,0
16579574,23677142,0
23409322,23677118,0
9831421,23677118,0
11425938,23677116,0
18633927,23677114,0
9347450,23677119,0
21444484,23677116,0
10679854,23677115,0
4897686,23677119,0
9760847,23677113,0
12670161,23677111,0
6577328,23677115,0
19722215,23677115,0
290716,23677117,0
20749230,23677117,0
18335455,23677116,0
18263658,23677119,0
4357898,23677119,0
6533241,23677119,0
4663286,23677115,0
16535462,23677116,0
21522055,23677117,0
12793104,23677115,0
12024124,23677111,0
3473214,23677113,0
1075313,23677115,0
2677082,23677112,0
7455591,23677142,0
12747045,23677111,0
19737892,23677115,0
12427778,23677111,0
8024891,23677147,0
3843707,23677117,0
6914567,23677118,0
17007942,23677114,0
7870641,23677118,0
22181870,23677111,0
11388545,23677118,0
11435285,23677118,0
23240700,23677119,0
10251318,23677117,0
19910629,23677113,0
259171,23677118,0
12966036,23677115,0
14459962,23677118,0
4195719,23677146,0
1630749,23677115,0
10749612,23677118,0
9042037,23677117,0
18992869,23677116,0
10540977,23677119,0
2157431,23677111,0
18061471,23677114,0
16452592,23677115,0
3794163,23677114,0
6575278,23677114,0
18470721,23677118,0
18471465,23677118,0
2363879,23677112,0
20588541,23677116,0
11010403,23677119,0
22962513,23677111,0
16187549,23677119,0
17361552,23677114,0
6897363,23677114,0
2640120,23677117,0
4938206,23677116,0
22643514,23677112,0
11249438,23677133,0
256958,23677118,0
7811546,23677111,0
117628,23677119,0
20962260,23677115,0
445138,23677114,0
5367950,23677118,0
14134303,23677119,0
9470469,23677136,0
858303,23677130,0
6096495,15365143,0
11772558,23677148,0
14918237,23677119,0
10860841,23677115,0
11116106,23677114,0
1740822,23677117,0
4817109,23677116,0
9743375,23677117,0
22447331,23677117,0
21462376,23677118,0
1543005,23677118,0
153484,23677114,0
15837037,23677114,0
11714316,23677144,0
16425169,23677118,0
15658243,23677114,0
79356,23677118,0
9745601,23677115,0
11433968,23677150,0
13902474,23677142,0
20455907,23677116,0
5045629,23677115,0
19758386,23677112,0
3686598,23677119,0
24313,23677115,0
13071687,23677118,0
12188764,23677114,0
18453174,23677114,0
14459935,23677116,0
22117166,23677117,0
4278690,23677117,0
8081846,23677114,0
15415840,23677114,0
9682956,23677117,0
17491640,23677115,0
5234594,23677117,0
7030564,23677117,0
8878010,23677117,0
3553270,23677116,0
3154461,23677119,0
12983756,23677114,0
18977993,23677119,0
20210696,23677113,0
18817042,23677137,0
11163372,23677118,0
20249310,23677116,0
8673993,23677111,0
11791011,23677117,0
14337755,23677118,0
2954229,23677118,0
13604544,23677119,0
9514765,23677118,0
3026566,23677111,0
10262557,23677119,0
19785381,23677114,0
10801340,23677119,0
21328856,23677118,0
17778582,23677115,0
20320943,23677141,0
7149850,23677116,0
19953390,23677112,0
13907793,23677112,0
20334471,23677118,0
16621499,23677113,0
4551518,23677117,0
22772630,23677118,0
17900760,23677119,0
9951156,23677119,0
14152676,23677119,0
18624941,23677117,0
8817133,23677119,0
5127732,23677119,0
2680940,23677143,0
5861519,23677133,0
11875130,23677119,0
2955033,23677118,0
316280,23677118,0
16929025,23677116,0
14056301,23677116,0
18964309,23677115,0
21245883,23677116,0
23640550,23677116,0
258509,23677118,0
10855525,23677148,0
19234885,23677115,0
9272911,23677112,0
20005162,23677117,0
15238770,23677117,0
14778279,23677113,0
727125,23677113,0
7479216,23677114,0
6096495,16808370,0
9613762,23677117,0
5305793,23677122,0
2514997,23677118,0
23558745,23677118,0
18980468,23677113,0
9616772,23677116,0
22334444,23677115,0
6341518,23677115,0
9057084,23677116,0
10162483,23677150,0
21016966,23677116,0
8051902,23677117,0
21000197,23677119,0
13179961,23677118,0
11177919,23677134,0
19938149,23677115,0
3250569,23677117,0
20388700,23677116,0
333344,23677114,0
6096495,6431669,0
11106272,23677133,0
7199836,23677112,0
11393915,23677116,0
2134012,23677111,0
20664982,23677117,0
17322050,23677116,0
1243836,23677143,0
15126811,23677116,0
17762453,23677111,0
20066599,23677115,0
814669,23677117,0
666590,23677117,0
14481921,23677113,0
9939529,23677119,0
10039447,23677112,0
6870023,23677117,0
713876,23677115,0
21182844,23677118,0
14280704,23677114,0
3595832,23677114,0
19527594,23677114,0
8176616,23677145,0
4252676,23677115,0
357704,23677116,0
16030791,23677116,0
